reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replayContent,repliedAt
6c11005d-81a0-444f-afc1-198aa1c11605,syafira kartika,https://play-lh.googleusercontent.com/a/ACg8ocKiH_CfIwSrtiToiwKcrnWMSN-qmKHmurXEiwOvTZ8cVTRSSw=mo,"i can't shop using Blibli points, even though the aim of collecting points is to reduce prices. This has been continuously cancelled, due to security reasons. even though you have complied with the requirements, something is still detected that is wrong or not. for customer service, the service is also lacking and cannot provide solutions so that it can be successful",1,49,10.6.0,11/22/2023 21:59,"Hi syafira We apologize for giving you the unpleasant experience. We would love to hear more about how we can serve you better. Please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Stay safe and stay healthy!  - Voni
",11/22/2023 23:37
4a1eb2ea-4635-4242-8cef-0664cdcd53f6,roslyn yuniar,https://play-lh.googleusercontent.com/a/ACg8ocIdhcjPReIY-3LnCnKDpSDZ1iGEPD86y9RtNR_QmSYkAJONmA=mo,"Not really intuitive or easy to use UX. For example, I have two orders from two different stores in a single payment, and when I open Detail pesanan, the list of goods are not grouped together based on order. And then there are question boxes “sudah terima pesanannya” between them, which I'm not sure if that's for the one below or the one above it? As one of my orders is delayed and the other one has arrived, it's really confusing.",3,42,9.1.0,8/25/2022 10:22,"Hi ^^ Really sorry for the unpleasant shopping experience :( this will be our feedback to make it better to customers. So that we can help further, please call 0804 1 871 871 or email to customer.care@blibli.com or our Live Chat. Shopping ^^ / Amir",8/25/2022 13:25
645b6471-e722-4dcb-a5f4-9d593e57c904,Fadhiel Alie,https://play-lh.googleusercontent.com/a-/ALV-UjXD4o6tL4LWNEHK7iUUrUbPS4DSHP0TBPtP2MPYctFMrtU9GR1p,"It's a good place to buy stuff. Hopefully, the discount will be better.",4,,11.0.0,3/23/2024 1:09,"Hi Fadhiel Alie Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare or Live Chat. Have a nice day! - Bonny",3/23/2024 10:01
510d1958-eaa9-42e5-9367-f2cdf34d151d,Daniel Kwee,https://play-lh.googleusercontent.com/a-/ALV-UjUDT7nj9aKutTGqN1h7esxWhb0vec-XzSOsEIcfB0SCfCuvOts6,"Simple, straight forward and user friendly. Highlight all the payment methods to make user s more happy.",4,3,10.7.0,12/12/2023 17:44,"Hi Daniel Kwee Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Have a nice day! - Gio
",12/12/2023 17:56
d1b89467-c4ce-43ef-ad31-a7f9d5f12f66,Tedi Setiadi,https://play-lh.googleusercontent.com/a/ACg8ocIVjSatlSrRDj6sROxpjbXOUH6qsZaOabvTZ3WClRY2qCREbA=mo,Best marketplace when it comes to guarantee & fast delivery. I hope you can add more items to your marketplace,5,,11.0.0,3/24/2024 16:36,"Hi Tedi Setiadi Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare or Live Chat. Have a nice day! - Bonny",3/24/2024 16:57
16d3abab-eb07-409f-8909-7d9367fecbad,Elok Anugrah,https://play-lh.googleusercontent.com/a/ACg8ocJ34RJjU8uuFRatLH4VRYRQ7gV9d3P9jtw3M_kxJEZiYXwILz8=mo,Uncomfortable with notification sound,3,,11.0.0,5/6/2024 13:01,"Hi Elok We are deeply sorry about sound notification. We take our customer's concerns seriously and will have this looked into. To help us making changes so we can serve you better, please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare or Live Chat. Stay healthy! - Amir",5/8/2024 11:49
2d3655e5-29c3-42b5-9a34-f99bcf98b5e2,Eric Januar,https://play-lh.googleusercontent.com/a/ACg8ocKBAhlKfVQsQh4lnMK9OWgpsENEhPNArP8HjPqFv7lz4ZE_ag=mo,Transaction keeps getting cancelled for no apparent reason besides citing poin 4.5 that I'm doing something weird when all I try to buy is phone credit and another try to buy water pump,1,8,10.7.0,12/6/2023 12:46,"Hi Eric We apologize for giving you the unpleasant experience. Please know that we value your review, opinion, and your support. We would love to hear more about how we can serve you better. Please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com or Live Chat. Stay safe and stay healthy!  - Moses
",12/6/2023 14:49
620b8975-b996-40d4-874f-d1aaf03fb267,Dian Tri Astuti,https://play-lh.googleusercontent.com/a-/ALV-UjUmUB_HDPVol-o_LHqdrxqycWliLhUntuwKz_JopucLngjPJAjz,"PAYMENT PROBLEM Been using blibli since 2015, this week I got the worst experience. Twice in a row. I have completed the payment yet the app ask me to complete it again, and even worse, they cancelled my purchase. When the first cancelation happened, I did the payment again. But the second happened today. That's enough experienced. Help? Yes, they provide agents to solve this kind of problem. They're very friendly through live chat, yet solve nothing. I guess it's time to say Bye to blibli.😌",1,112,7.2.5,9/5/2020 10:35,"Hai Blibli Friend, we apologize for the problem, it is not convenient to shop at blibli.com. please call our customer care 0804 1 871 871 or customer.care@blibli.com for further assistance ^^ / Megan",9/15/2020 12:59
5c8a3f0e-8255-4be2-aed2-10d59e0e8807,Alby,https://play-lh.googleusercontent.com/a/ACg8ocL72nbHE9-WovJIGeWdGNaKsS6nZGbvn74M0Ur4gzFLGyb5ayTL=mo,no worry for shopping cause it's always official and many promos given,5,1,11.1.0,4/15/2024 8:36,"Hi Alby Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Have a nice day! - Vega",4/15/2024 8:38
27e55e1c-0ade-4cee-8ef7-17a9962abf88,rifqyzakaria,https://play-lh.googleusercontent.com/a-/ALV-UjW9QVln9V1_nBvCoRk_oJWkYab9n3dmE4Idav512Y9rg30TNxD3,"no loading club, no lag club.",5,,11.1.0,5/7/2024 19:23,"Hi rifqyzakaria Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare or Live Chat. Have a nice day! - Voni
",5/7/2024 19:53
679487e3-b3b5-467c-adb4-4fdc996c62ea,Steven,https://play-lh.googleusercontent.com/a-/ALV-UjWnnshsHikKs1dS6rUYyaUJLsbuEDDJVNNDM0gggabflOHtocfq,"Pretty nice app. Love shopping here, especially its customer support, very engaged and quick in resolve, not like any other marketplace which utilise bot. The only thing disturbing me is the shopping cart limit, when I'd like to buy many small things at once, it just says my cart are full and I could not add any. Maybe can be put into enhancement consideration, for typical customer like me. When it does, it will be 5 stars from me. Thanks.",4,17,,8/17/2020 10:41,"Mohon maaf untuk ketidak nyamanan yang Kakak alami, Edwin akan bantu sampaikan masukannya, untuk informasi lebih lanjut kendala ini Kakak dapat hubungi layanan call center kami di phone 0804 1 871 871, email customer.care@blibli.com dengan layanan 7x24 jam, terima kasih /Edwin",8/17/2020 15:46
52a9adfb-afab-45a6-9c90-d438c687de39,Yunie Mei,https://play-lh.googleusercontent.com/a-/ALV-UjUzC-32wMAX9dBrfPrlgYEl4NcdWYspqGARY7qsrt1o_Psari6S,"very smile, easy and smart application. more promo or cashback with any payment its will be nice. thank you.",5,,10.7.0,12/29/2023 21:16,"Hi Yunie Mei Thank you so much for your amazing review! We will share this with the team to let them know to keep up the amazing work. For any further information, please contact our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Have a nice day! - Stefan",12/29/2023 21:38
0cb284d4-0384-4837-94a0-a2c47170a112,jeffrey kordius,https://play-lh.googleusercontent.com/a-/ALV-UjXQ_Ooq-e33gLFD4XdZMOzJQIphCTd4tjLHU20TPYPARIkL5TXu,"1. It's so hard to simply cancel an order!! The order is just made seconds ago, it's definitely not be processed yet, there's no harm done. But I can only get the refund in a form of voucher where I have to spend the exact amount on another transaction. Why not simply refund to blipay??? If you want to force me to spend it, it's much easier that way!",2,193,8.4.5,2/4/2022 21:25,"Hi ^^ Really sorry for the unpleasant shopping experience :( this will be our feedback to make it better to customers. So that we can help further, please call 0804 1 871 871 or email to.care@blibli.com or our Live Chat. Shopping ^^ / Naga",4/20/2022 5:19
7aa42569-38a0-4805-9c43-094773e49a40,Daniel Agustian,https://play-lh.googleusercontent.com/a/ACg8ocKuI_5JqNISkyAXfERjELw55eMMv9fs7r9AtsuXaQ6KHoLusw=mo,"App is okay but the UX is horrible. Your system ALWAYS change product that i wanted to buy if they are already out of stock and WITHOUT ANY PERMISSION. It really sucks. Andd what's more anytime i try to checkout for groceries, EVERY DAMN SHIPPING METHOD CHANGES. Add something, cannot do cargo sorry. Remove something, opps cannot be sent with same day shipping. IT REALLY REALLY SUCKS.I don't know if this is a feature or not, but if that is feature, i hope someone who think of that rot in hell.",1,27,10.1.0,7/4/2023 23:11,"Hi Daniel Agustian We are deeply sorry about the Apps problem. To help us making changes so we can serve you better, please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Stay safe and stay healthy! - Stefan",7/5/2023 7:49
bfedfecf-cbe0-4f9c-b891-7b4261f1b004,Imadur Rozan Sylvano,https://play-lh.googleusercontent.com/a-/ALV-UjWFiutJbF35B8jU24Jiu-nZJBETwbPemkb5w8BiDtWn-CkQKpmpkw,"The reason why I WANT TO DELETE my account (and even the app itself, ffs) is because how stupid it is, like how in the world I CAN'T CHANGE MY NUMBER and it keep asking me to send the OTP to my old number, literally old number from few years ago that I don't even have an idea where it might be, at least providing alternative options to login or change info if I can't receive the OTP would be GLADLY APPRECIATED. Maybe you guys should learn from other top Shopping apps, or drowned with others.",1,47,10.3.0,8/12/2023 15:42,"Hi ^^ Sorry about the process of changing the cellphone number, which is not acceptable. This will be our input to be even better for customers. So that we can provide further assistance, please call 0804 1 871 871 or email to customer.care@blibli.com or live our Shopping Chat ^^ / Dhea",8/12/2023 23:19
f3e72360-e977-4765-b839-7ac32f1690d1,Lily Junaidi,https://play-lh.googleusercontent.com/a/ACg8ocJG9MzptmqvyZ08mQ4LBMZD91yzqj5KLyVXk0W3JXggM6iP_Q=mo,"I'm a diamond member, just because I make few trial to make it fit with the limit of free delivery voucher, before I take the decision to make order, then my order is cancelled by system, with the notification appears that mention my account was blocked because of suspicious activity. Contact cs not helping at all, they only said by system, cannot tell the detail. Very BAD SYSTEM, BAD SERVICE",1,40,10.2.1,7/26/2023 16:45,"Hi ^^ Really sorry for the unpleasant shopping experience :( this will be our feedback to make it better to customers. So that we can help further, please call 0804 1 871 871 or email to customer.care@blibli.com or our Live Chat. Shopping ^^ / Dhea",7/28/2023 13:50
36b73517-15b1-4d76-8a4c-295e7e85e2ff,dervelie suherlim,https://play-lh.googleusercontent.com/a/ACg8ocJQFOvidqPB5hU_PSlB6nYkWUvORDg2AdQaxXRtf161-kGU5w=mo,"Very bad... they did refund my money for the failed transaction, but they refunded the money to blipay (which is not the payment method I chose)... I didn't even use blipay... so now I have to transfer the money to my bank account (with extra admin charge), and it took more than 3 days (72 hours) for the money to be successfully transferred...",1,9,,10/2/2023 1:27,"Hi dervelie suherlim We are deeply sorry about the refund issue. To help us making changes so we can serve you better, please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Stay safe and stay healthy! - Stefan",10/2/2023 10:44
c2ce64b6-09e7-4f5d-8de6-a570978e26eb,Erlang Parasu,https://play-lh.googleusercontent.com/a-/ALV-UjVVv52t90kyuS2SZy8d5EQHAnlYRnKg6hQG47Q1lmjcaDPUvLAA,"Original product and service is good. But ux is bad. got extreme UI layout shifting. Search wiselist not working. Cannot search for products with non-sequential keywords, only appears if the sentences are exactly the same. So i unistalled.",1,7,,7/3/2023 1:21,"Hi Erlang Parasu! Really sorry for the unpleasant shopping experience :( this will be our feedback to make it better to customers. So that we can help further, please call 0804 1 871 871 or email to customer.care@blibli.com or our Live Chat. Shopping ^^ / Dhea",7/4/2023 4:20
59d94f77-7da3-4656-9e0b-ca1ea2415edb,Selli Widhi Astuti,https://play-lh.googleusercontent.com/a/ACg8ocJw6Akl1oZBiFDfnZ_aCUP-ozw75guJLH2puQyz1xgNxcxg-g=mo,I have a bad experience with blibli. I cancelled an order in blibli due to wrong address and they give me voucher as a refund. Yet the voucher cannot be used to buy any promotion product. The customer service did not describe the TnC clearly. It's better that the refund given in a form of money than voucher refund.,1,14,,9/5/2020 11:53,"Hi, sorry for the problems experienced :) thank you for the criticism, we will continue to improve the quality of our service, Happy Shopping / Ursula",9/15/2020 14:36
cd826df8-b005-42d3-a674-0ef6299e48c4,Cantika R.,https://play-lh.googleusercontent.com/a/ACg8ocL-RFp9xET83mifgvZdIXmqQfai6xp65f1AnW1Bn5xl-DjeNg=mo,"I've been a longstanding Blibli customer and as I live overseas, I rely so much on this app for sending my loved ones in Indonesia gifts and packages. The app is user-friendly, merchants have always been very helpful, and the tracking process is detailed. Everything is straightforward and easy-to-use. The only drawback is that the loading time is a bit slow especially when opening the Chat function so you only need a bit more patience than usual. Thanks Blibli!",5,32,8.9.5,7/16/2022 13:32,"Thank you for your awesome comment and your five stars. If you need help, please touch us via call 08041871871, Live Chat, email customer.care@blibli.com, or our Social Media. Happy Shopping^^ / Dhea",7/17/2022 15:44
317d5923-ac42-405f-a069-fd8f8c804788,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fast response and delivery. Even the customer service is contactable not only from texts but also via call and emails and they update the progress continuously. The delivery is free and I don't need to redeem a voucher or else which makes the buying process easier because I don't need to check voucher's availability. The prices of the goods are good deal and fair. All goods are well-packaged.,5,76,6.9.0,4/25/2020 10:00,Yeay very happy to hear you feel satisfied spending :) Thank you for making blibli.com the top choice in shopping ^^ / Megan,5/2/2020 12:35
fc2f255d-7755-43f9-a1c5-39eb06bc3b12,Edwin Senarta,https://play-lh.googleusercontent.com/a-/ALV-UjXy6Kf0uLXH1-mWznSVp-HxSBreHKPW-lZzVLNBNP20_chv-ZDc,"Very poor Customer Service. Now they make it hard to resolve issues or even cancel the order. You need to fill those long and unnecessary form just to make it troublesome. No penalties for seller with poor responses, such as Same Day Delivery but then processed it the next day. It seems bli2 has gone downhills and I doubt they can compete with other platform. Very dissapointed.",1,132,8.3.0,12/14/2021 8:18,"Hi, sorry for the inconvenience :( Medea will pass it on to the team as feedback. If you need help, please call 0804 1 871 871 or email to customer.care@blibli.com or our Live Chat. Happy Shopping ^^ / Medea",12/16/2021 19:08
2dc5c188-e9bb-4fa1-9f53-a6c531a0fdb9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fraud. Purchased an item on the cashback program but didn't receive any voucher until now (has been 2 weeks). Customer service wasn't helpful on handling the issue. I would recommend people to use other e-commerce apps who actually care about their customer experience.,1,24,,2/10/2019 14:40,Hi kak mohon maaf atas kendala yg dialami agar kami bisa bantu untuk kendala kakak mohon informasikan data kakak dilink ini http://bit.ly/blibli_help agar bisa kami tindaklanjuti atau bisa hubungi 08041871871 dan email ke customer.care@blibli.com dan Layanan Live Chat semoga untuk kendalanya bisa segera teratasi yaa ^^/Keanu,2/11/2019 4:33
2c9108ca-5b1a-461c-992c-5bba8caf2ddf,Sona Pribady,https://play-lh.googleusercontent.com/a/ACg8ocIMOzO_MT8paCGWD77C2UI789eSjXezF3g1hZcRw4q3oQ82UA=mo,"Dont have information for used or new goods. Bought a hard drive with preinstalled windows and apps, no information from the seller about the condition (only product specs and generic ads pictures from brand which are potentially misleading). I assumed its not mandatory from Blibli to state the condition of the goods and that lack of feature was exploited by sellers",1,37,8.3.5,1/31/2022 13:59,Hai kak maaf ya atas hal yang kurang berkenan :( Medea akan bantu sampaikan ke tim sebagai feedback. Jika ada yang bisa dibantu bisa hubungi 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Selamat Berbelanja ^^ / Medea,1/31/2022 16:13
01d73a5a-87b7-49e8-a108-58e3f04e4238,Troy Marentek,https://play-lh.googleusercontent.com/a-/ALV-UjXuikqrJOYDmRUj2TnTwnpRJnNN4tVB5XLmMZAn9zxdIRzNWJYw,"What a waste of time to use this online app. The User Interface is not user friendly. The similar products are mostly more expensive than other online apps. The description and the pictures of the products some of them are different. The way the payment process is too many hassle. If you do not get everything in order very soon, then blibli will only burn money and will get crushed by the competitors. Why don't the decision maker/top management in blibli never look down on the reviews?",1,31,10.0.0,6/3/2023 0:09,"Hi Troy we are very sorry about the transaction. We would love to hear more about how we can serve you better. Please kindly reach our 24/7 customer service on 08041871871, email customer.care@blibli.com, Facebook Blibli.com, Twitter @BlibliCare or Live Chat. Stay safe and stay healthy! -Amir",6/3/2023 4:33
ab649f3f-5cac-4f52-8891-b54b8c2847c0,Irene W.,https://play-lh.googleusercontent.com/a-/ALV-UjVfxlXyMrhM7WESSpFKpWuSD5WqJIEdkxVQgp5f1uH7cLOr42Z5,"Really poor customer service. Want to change my listed phone number and the cust service keeps on saying the docs are not sufficed. Meanwhile the docs were sent 3x already in the email. No clear explanation and resolvement, keep repeating the same thing. Cust service chat ended by itself in the middle of conversation. Such a waste of time...",1,18,8.7.0,7/5/2022 11:49,"Sorry if it's not comfortable, we will help as a feedback, we will always be ready to help for all the problems you are experiencing, for further handling please contact us at customer service number 08041871871 or email to customer.care@blibli.com, hopefully the problems that arise found to be well resolved / Nazriel",7/6/2022 16:45
34fce19a-c529-4db0-84a9-60c6015c28bb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I already used this apps several times since it's launch in Indonesia. I also already used promotion from blibli. This apps can help me in finding every gadget, video games, and etc. But the most important thing is when i'm experiencing WFH, where i can't go to the supermarket but you need to buy several dairy products. Blibli is the apps that you can count on when situation like now happens. Thank You blibli for the services you gave us.",5,81,6.8.6,3/27/2020 21:01,"thx really already downloaded the application and have given an interesting experience, awaited orders and other experiences / Fajar",4/24/2020 15:07
